asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,product_availability,coupon_text,book_formats,unit_price,unit_count,book_format,product_byline,price_missing,has_discount
B0GR6BVYS5,"Apple 2026 MacBook Neo 13-inch Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus",679.0,679.0,USD,4.6,1329,https://www.amazon.com/dp/B0GR6BVYS5,https://m.media-amazon.com/images/I/61yHzuw8VBL._AC_UY654_QL65_.jpg,1,679.0,False,False,True,False,3K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0H99JJH7N,"HP Essential Laptop 2026, Intel CPU, 128GB Storage, Office 365, Windows 11 | Copilot AI, WiFi 6, Long Battery Life, Lightweight &amp; Portable, Online Learning, Browsing, Streaming, Willow Green",319.98,319.98,USD,4.6,189,https://www.amazon.com/dp/B0H99JJH7N,https://m.media-amazon.com/images/I/618RZsi8YNL._AC_UY654_QL65_.jpg,1,319.98,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0H94BMX1K,"HP New Everyday Slim Laptop, AMD High Performance Processor, 4GB DDR5 RAM, 128GB SSD, Long Battery Life, Windows 11",299.99,299.99,USD,4.4,14,https://www.amazon.com/dp/B0H94BMX1K,https://m.media-amazon.com/images/I/61Lsc1yEOvL._AC_UY654_QL65_.jpg,2,259.99,False,False,False,False,1K+ bought in past month,"FREE delivery Tomorrow, Sep 11",False,,,,,,,,,False,False
B0H9B5263J,"Lenovo Essential 15.6&quot; FHD Everyday Laptop, Intel Processor, 128GB Storage | With 500GB External HDD, Long Battery Life, Anti-Glare Display, Office 365, Copilot AI, WiFi 6, Bluetooth 5.2, USB-C, Win 11",399.98,449.99,USD,4.3,937,https://www.amazon.com/dp/B0H9B5263J,https://m.media-amazon.com/images/I/71c7jxMpP6L._AC_UY654_QL65_.jpg,1,399.98,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,Limited time deal,,,,,,,,False,True
B0GY16ZXZV,"HP Laptop 2026 Student Business, Copilot AI+Office 365, 128GB UFS Intel CPU | Windows 11 Home, Micro-edge Display, WiFi 6, Bluetooth, Full-size Keyboard, Long battery life, Portable Size &amp; Lightweight",319.98,499.96,USD,4.3,210,https://www.amazon.com/dp/B0GY16ZXZV,https://m.media-amazon.com/images/I/81+BAtgj4EL._AC_UY654_QL65_.jpg,1,319.98,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,Limited time deal,,,,,,,,False,True
B0HCRT971N,"Acer 2026 15&quot; FHD IPS Chromebook, Intel Celeron Processor Up to 2.78GHz, 4GB DDR5, 64GB Storage, Ultra-Fast WiFi 6, Chrome OS, Dale Purple, Renewed",229.99,229.99,USD,4.2,198,https://www.amazon.com/dp/B0HCRT971N,https://m.media-amazon.com/images/I/61qmMfggtfL._AC_UY654_QL65_.jpg,1,229.99,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0HDMVQZ4V,"15.6&quot; Laptop with Win 11, N4020 CPU, 4GB RAM, 128GB, FHD 1080P Display | LPDDR4 RAM, 180° Lay-Flat, Dual-Band WiFi, Type-C PD Fast Charging, Thin &amp; Lightweight for Students, Home &amp; Office",229.99,379.99,USD,4.8,22,https://www.amazon.com/dp/B0HDMVQZ4V,https://m.media-amazon.com/images/I/71IIJrlbpkL._AC_UY654_QL65_.jpg,1,229.99,False,False,True,False,,"Join Prime to get FREE delivery Sun, Sep 13Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True
B0GR17WKN3,"Apple 2026 MacBook Pro Laptop with Apple M5 Max chip with 18-core CPU and 40-core GPU: Built for AI, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 2TB SSD, Wi-Fi 7; Space Black",,,USD,4.4,40,https://www.amazon.com/dp/B0GR17WKN3,https://m.media-amazon.com/images/I/61aF2GnTTRL._AC_UY654_QL65_.jpg,1,,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,True,False
B09R6FNNS1,"Dell 15.6 Laptop, FHD, Intel Core 3 100U, 8 GB RAM, Windows 11 Home | Anti-Glare IPS WVA, 250 nits, Intel UHD Graphics, DDR4, 512GB SSD, Wi‑Fi 6 &amp; Bluetooth, DC15250 ENERGY STAR EPEAT",449.99,449.99,USD,4.3,768,https://www.amazon.com/dp/B09R6FNNS1,https://m.media-amazon.com/images/I/71d6CcN8Q5L._AC_UY654_QL65_.jpg,23,372.47,False,False,True,True,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0DZZWMB2L,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms, NVIDIA® GeForce RTX™ 5060, Intel® Core™ i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home, G615JMR-AS74",,,USD,4.4,581,https://www.amazon.com/dp/B0DZZWMB2L,https://m.media-amazon.com/images/I/81n1T4CYfmL._AC_UY654_QL65_.jpg,19,873.22,False,False,False,False,500+ bought in past month,"FREE delivery Mon, Sep 14Or fastest delivery Tomorrow, Sep 11Only 4 left in stock - order soon.",False,,Only 4 left in stock - order soon.,,,,,,,True,False
B0GXVSRTM9,"Lenovo 15.6&quot; IdeaPad Everyday Laptop, 2026 Edition, 128GB Storage | Intel 4-Core CPU, Copilot AI, Win 11, FHD Anti-Glare Large Screen, Long Battery Life, Slim PC for Student &amp; Home Office",359.99,399.99,USD,4.3,134,https://www.amazon.com/dp/B0GXVSRTM9,https://m.media-amazon.com/images/I/81zPwCUvv4L._AC_UY654_QL65_.jpg,1,359.99,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,Limited time deal,,,,,,,,False,True
B0DQXHKYJ4,"HP 14&quot; Ultra-Light Laptop for Student &amp; Home (1-Year Office 365, Intel Celeron N4500, 4GB RAM, 64GB eMMC + 64GB SD Card), 12-Hr Long Battery Life, Webcam, Fast Charge, Wi-Fi 6, Win 11 Home in S, White",249.99,249.99,USD,4.0,289,https://www.amazon.com/dp/B0DQXHKYJ4,https://m.media-amazon.com/images/I/81qzTdQkqJL._AC_UY654_QL65_.jpg,2,249.98,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,,,,,,,,,False,False
B0H94LG15F,"15.6&#x27;&#x27; AI Laptop with Office 365 12GB RAM 256GB SSD Win 11 Laptops | 7000mAh Battery, IPS FHD, 180°Viewing, Quad-Core Processor, Type-C, WiFi5, Portable Thin Business Student Laptops, Light Gray",329.98,559.99,USD,4.4,2363,https://www.amazon.com/dp/B0H94LG15F,https://m.media-amazon.com/images/I/714TSHAAQrL._AC_UY654_QL65_.jpg,1,329.98,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,Limited time deal,,,,,,,,False,True
B0F53SQRH4,"Dell Latitude 5420 14&quot; FHD Business Laptop Computer, Intel Quad-Core i5-1145G7, 16GB DDR4 RAM, 256GB SSD, Camera, HDMI, Windows 11 Pro (Renewed)",292.0,292.0,USD,3.8,413,https://www.amazon.com/dp/B0F53SQRH4,https://m.media-amazon.com/images/I/616jxxM4VLL._AC_UY654_QL65_.jpg,13,234.88,False,False,False,False,2K+ bought in past month,"FREE delivery Thu, Sep 17",False,,,,,,,,,False,False
B0H8YXN55Q,"HP 15.6&quot; FHD Touchscreen Laptop, 32GB RAM, 1TB SSD, AMD Ryzen 7 7730U | AMD Radeon, Copilot AI Key, WiFi 6 &amp; BT, Fast Charge, Numeric Keypad, Windows 11 Pro, Portable Laptop for Business &amp; Study",959.96,959.96,USD,5.0,10,https://www.amazon.com/dp/B0H8YXN55Q,https://m.media-amazon.com/images/I/71yZYwU84KL._AC_UY654_QL65_.jpg,1,959.96,False,False,False,False,100+ bought in past month,"FREE delivery Tomorrow, Sep 11Only 10 left in stock - order soon.",False,Limited time deal,Only 10 left in stock - order soon.,,,,,,,False,False
B0HF38QXHL,"HP 15.6&quot; Pavilion FHD Laptop 2026, Intel Processor, 16GB RAM, 512GB SSD | Fast Charging, Numeric Keypad, Long Battery Life, Lightweight 3.64 lbs, Microsoft 365, Windows 11 Home",569.99,569.99,USD,4.5,145,https://www.amazon.com/dp/B0HF38QXHL,https://m.media-amazon.com/images/I/71CzvSnszjL._AC_UY654_QL65_.jpg,1,569.99,False,False,True,False,,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,Limited time deal,,,,,,,,False,False
B0GQB1C381,"HP OmniBook 3 16 inch Laptop PC, 2K Touchscreen, AMD Ryzen 3 30, 8 GB RAM, 256 GB SSD, AMD Radeon 610M GPU, Windows 11 Home, Mica Silver, 16-by0199nr",649.99,649.99,USD,4.4,82,https://www.amazon.com/dp/B0GQB1C381,https://m.media-amazon.com/images/I/71+WKmQWrsL._AC_UY654_QL65_.jpg,2,544.99,False,False,True,False,,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B08SHN3TZP,Dell Chromebook 11 3100 11.6&quot; Chromebook - 1366 x 768 - Celeron N4020-4 GB RAM - 16 GB Flash Memory - Chrome OS - Intel HD Graphics - English (US) Keyboard - Bluetooth (Renewed),104.99,363.57,USD,4.2,1701,https://www.amazon.com/dp/B08SHN3TZP,https://m.media-amazon.com/images/I/61zTekYPPRL._AC_UY654_QL65_.jpg,4,79.99,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Sun, Sep 13Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True
B0CK9JSM3G,"Lenovo V15 Laptop, 15.6&quot; FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 512GB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",699.0,699.0,USD,4.4,357,https://www.amazon.com/dp/B0CK9JSM3G,https://m.media-amazon.com/images/I/71ucBPBJeoL._AC_UY654_QL65_.jpg,5,619.0,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Thu, Sep 17",False,,,,,,,,,False,False
B0HCMYNBVZ,"Laptop, 2026 New Laptop Computer with Intel Twin Lake N150 Processor(Up to 3.6GHz), 16GB RAM 512GB NVMe SSD, 15.6&quot; FHD Display, Windοws 11/Student/Business Laptop, HDMI, USB3.2, Long Battery Life Global Recycled Standard",399.99,399.99,USD,4.7,5,https://www.amazon.com/dp/B0HCMYNBVZ,https://m.media-amazon.com/images/I/719ZvYx9R6L._AC_UY654_QL65_.jpg,1,399.99,False,False,True,True,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0H4QJZT4T,"HP Everyday Slim Laptop with Copilot AI • 2026 Edition • Intel 4-Core N150 CPU • 128GB SSD + 1TB OneDrive, Microsoft Office 365 Included • Windows 11, Thin &amp; Portable",299.99,339.9,USD,,0,https://www.amazon.com/dp/B0H4QJZT4T,https://m.media-amazon.com/images/I/71is4WH8YTL._AC_UY654_QL65_.jpg,2,289.99,False,False,False,False,100+ bought in past month,"FREE delivery Tomorrow, Sep 11",False,Limited time deal,,,,,,,,False,True
B0H99QD7W1,"HP 15.6&quot; Pavilion FHD Laptop 2026, Intel Processor, 8GB RAM, 256GB SSD | Fast Charging, Numeric Keypad, Long Battery Life, Lightweight 3.64 lbs, Microsoft 365, Windows 11 Home",429.98,699.0,USD,4.5,145,https://www.amazon.com/dp/B0H99QD7W1,https://m.media-amazon.com/images/I/71CzvSnszjL._AC_UY654_QL65_.jpg,1,429.98,False,False,True,False,,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,Limited time deal,,,,,,,,False,True
B0GSKCX8YM,Acer Predator Helios Neo 18 AI Gaming Laptop | Intel Core Ultra 9 Processor 275HX | NVIDIA GeForce RTX 5070 Ti | 18&quot; WQXGA 240Hz G-SYNC | 32GB DDR5 | 2TB Gen 4 SSD | Killer Wi-Fi 6E | PHN18-72-9474,,,USD,3.6,17,https://www.amazon.com/dp/B0GSKCX8YM,https://m.media-amazon.com/images/I/71pEGXyb2ZL._AC_UY654_QL65_.jpg,1,,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,True,False
B0GJ7C5JFW,"ASUS 2026 15&quot; FHD IPS Chromebook, Intel Processor Up to 2.80GHz, 4GB DDR4, 128GB Storage, HDMI, Super-Fast WiFi, Chrome OS, Pastel Silver (Renewed)",212.99,212.99,USD,4.3,189,https://www.amazon.com/dp/B0GJ7C5JFW,https://m.media-amazon.com/images/I/51i+cfNtstL._AC_UY654_QL65_.jpg,14,180.0,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0H3ZMJ6PR,"Amzboy 15.6” Laptop, N4020 CPU, 4GB RAM, 128GB eMMC, FHD Display, Win 11 | 45W PD Fast Charging, 180° Lay-Flat, Privacy Camera, Supports 1TB TF Card, WiFi 5, Thin &amp; Lightweight, Slate Gray ClimatePartner certified",409.99,409.99,USD,4.3,28,https://www.amazon.com/dp/B0H3ZMJ6PR,https://m.media-amazon.com/images/I/71qtbtiayeL._AC_UY654_QL65_.jpg,1,409.99,False,False,True,True,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0GT48Y6NK,"Lenovo Legion Pro 7i 16&quot; WQXGA 240Hz Gaming Laptop, Intel Core Ultra 9 275HX, GeForce RTX 5080 GDDR7, 64GB DDR5, 5TB Storage (4TB PCIe SSD&amp;1TB Docking Station), Backlit Keyboard, Win 11 Pro, Black",,,USD,,0,https://www.amazon.com/dp/B0GT48Y6NK,https://m.media-amazon.com/images/I/81S0LvFnm3L._AC_UY654_QL65_.jpg,1,,False,False,False,False,,"FREE delivery Tomorrow, Sep 11Only 15 left in stock - order soon.",False,,Only 15 left in stock - order soon.,,,,,,,True,False
B0FSKTZ6KJ,"Laptop 16-inch 8GB DDR 256GB SSD portable laptop computer, expandable to 1TB, AMD A9-9400 Radeon R5 CPU up to 3.2 GHz, 9000mAh battery, Numeric Keypad, USB 3.0, dual-band WiFi, webcam, slim laptops",259.99,259.99,USD,5.0,18,https://www.amazon.com/dp/B0FSKTZ6KJ,https://m.media-amazon.com/images/I/71dPPO0mJSL._AC_UY654_QL65_.jpg,1,259.99,False,False,True,False,,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0B9NNWXVP,"MNN 15.6&quot; FHD 60Hz Portable Monitor USB-C HDMI IPS HDR Gaming Laptop | 15.6&quot; FHD IPS HDR, USB-C one-cable, PC/Mac/Phone/Switch, Smart Case,Laptop , low blue, work&amp;game",49.99,49.99,USD,4.3,12535,https://www.amazon.com/dp/B0B9NNWXVP,https://m.media-amazon.com/images/I/81-7N-LhOoL._AC_UY654_QL65_.jpg,1,49.99,False,False,True,False,10K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B07NPTXDK7,"Apple MacBook Air (13-inch Retina display, 1.6GHz dual-core Intel Core i5, 128GB) - Gold (Renewed)",369.0,369.0,USD,3.9,2163,https://www.amazon.com/dp/B07NPTXDK7,https://m.media-amazon.com/images/I/71thf1SYnGL._AC_UY654_QL65_.jpg,4,349.0,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 6 left in stock - order soon.",True,,Only 6 left in stock - order soon.,,,,,,,False,False
B0H8CWGR7K,"2026 Window 11 Pro Traditional Laptop Computer, 16GB RAM 256GB SSD for Business Student School College, 15.6&quot; FHD IPS Display, Lightweight Portable, 4H Battery, 3.5 lbs",349.99,349.99,USD,4.3,16,https://www.amazon.com/dp/B0H8CWGR7K,https://m.media-amazon.com/images/I/71autnF3EgL._AC_UY654_QL65_.jpg,1,349.99,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 3 left in stock - order soon.",False,,Only 3 left in stock - order soon.,You pay $299.99 with coupon,,,,,,False,False
B09VRX9YVW,"HP 14&quot; HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink (Renewed)",247.99,247.99,USD,4.3,2985,https://www.amazon.com/dp/B09VRX9YVW,https://m.media-amazon.com/images/I/61MGsq1ZVaL._AC_UY654_QL65_.jpg,18,207.0,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0HBVLBJSR,"15.6&quot; 2-in-1 Touchscreen Laptop with Windows 11, i3-10100Y, 16GB, 256GB SSD | 360° Convertible, 1080P FHD IPS Display, 57.75Wh Battery, WiFi 6, Bluetooth 5.2, Up to 2TB SATA3 Expansion",,,,5.0,9,https://www.amazon.com/dp/B0HBVLBJSR,https://m.media-amazon.com/images/I/71dYxJmquxL._AC_UY654_QL65_.jpg,1,,False,False,False,False,New on Amazon in past month,,False,,,,,,,,,True,False
B0H4QXGHRT,"HP Essential Laptop 2026, Intel CPU, 128GB Storage, Office 365, Windows 11 | With 500GB Ext HDD, Copilot AI, WiFi 6, Long Battery Life, Lightweight &amp; Portable, Online Learning, Streaming, Willow Green",399.98,399.98,USD,4.6,189,https://www.amazon.com/dp/B0H4QXGHRT,https://m.media-amazon.com/images/I/61XzaV7MqnL._AC_UY654_QL65_.jpg,1,399.98,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0DXZNGFK4,"HP 14 14&quot; Ultra-Light Laptop, Intel N150, 4GB RAM, 128GB + 128GB SD Card | 1-Year Office 365, for Student &amp; Home, LED, Long Battery Life, Fast Charge, Webcam, Windows 11 Home in S mode, Lavender",279.99,279.99,USD,4.3,74,https://www.amazon.com/dp/B0DXZNGFK4,https://m.media-amazon.com/images/I/71jzHqmA6gL._AC_UY654_QL65_.jpg,2,279.98,False,False,False,False,200+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,False
B0FTMPGR89,"HP OMEN Gaming Laptop, AMD Ryzen AI 9-365, 32 GB DDR5 RAM, 1 TB PCIe SSD, 17.3&quot; FHD (1920x1080) 144Hz Display, Nvidia G-Force RTX 5060, 1-Zone RGB Backlit Keyboard, W11 Pro, Black",,,USD,,0,https://www.amazon.com/dp/B0FTMPGR89,https://m.media-amazon.com/images/I/71sZSQ6K4vL._AC_UY654_QL65_.jpg,2,,False,False,True,False,,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 2 left in stock - order soon.",False,,Only 2 left in stock - order soon.,,,,,,,True,False
B0GSZSHYCJ,"Lenovo 15.6&quot; FHD Essential Laptop, Intel 4-Core Processor, 128GB Storage | 2026 Edition, Office 365, Long Battery Life, Copilot AI, WiFi 6, Slim PC for Student &amp; Home Office, Win 11",349.99,349.99,USD,4.4,127,https://www.amazon.com/dp/B0GSZSHYCJ,https://m.media-amazon.com/images/I/818IGXulFTL._AC_UY654_QL65_.jpg,1,349.99,False,False,False,False,,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",False,Limited time deal,,,,,,,,False,False
B0GKRKXL9W,"HP 17.3&quot; HD+ Touchscreen Laptop, AMD Ryzen 5 7430U, 64GB DDR4 RAM, 5TB Storage (4TB SSD &amp; 1TB Docking Station Set), AMD Radeon Graphics, Numeric Keypad, 720p HD Camera, Wi-Fi 6, Windows 11 Pro, Silver",,,USD,5.0,4,https://www.amazon.com/dp/B0GKRKXL9W,https://m.media-amazon.com/images/I/81OPW59TskL._AC_UY654_QL65_.jpg,1,,False,False,False,False,,"FREE delivery Tomorrow, Sep 11Only 19 left in stock - order soon.",False,,Only 19 left in stock - order soon.,,,,,,,True,False
B0GWFNNW3H,"Microsoft Surface Laptop (2026), 15-inch Premium Performance Laptop, Snapdragon X2 Elite Processor, Touchscreen Display, 16GB RAM, 1TB SSD Storage, Windows 11 Copilot+ PC Built for AI, Black ENERGY STAR",,,USD,4.6,3,https://www.amazon.com/dp/B0GWFNNW3H,https://m.media-amazon.com/images/I/61bzXB4b04L._AC_UY654_QL65_.jpg,3,,False,False,True,True,50+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,True,False
