asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,coupon_text,product_badge,product_availability,book_format,product_byline,price_missing,has_discount
B01I9FUARA,ديل لابتوب لاتيتيود 7470 رينيود بيزنس | وحدة معالجة مركزية كور i7-6600U | ذاكرة RAM 8GB | وسيط تخزين ذو حالة ثابتة 256GB (SSD) | شاشة 14 انش بدون لمس | ويندوز 10 برو | متجدد ممتاز,,,SAR,,0,https://www.amazon.sa/dp/B01I9FUARA,https://m.media-amazon.com/images/I/61Xc7MGu4WL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 4 فقط - اطلبه الآن.,False,,,تبقى 4 فقط - اطلبه الآن.,,,True,False
B07MDV2JG9,لابتوب من أسوس، بمعالج إنتل، شاشة 15.6 إنش، وذاكرة رام 8 جيجابايت,,,SAR,4.1,17,https://www.amazon.sa/dp/B07MDV2JG9,https://m.media-amazon.com/images/I/718PiEKJHTL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0F8KSNL6B,لابتوب فيفوبوك 14 X1407QA-LY034W، شاشة 14 بوصة WUXGA (1920×1200) 60Hz، معالج كوالكوم سنابدراجون X1 SE /16 GB رام DDR5/512 GB SSD/كاميرا FHD/1.49 كجم/شحن نوع C/ويندوز 11 /لوحة مفاتيح إنجليزي-عربي/أزرق,,,SAR,4.5,5,https://www.amazon.sa/dp/B0F8KSNL6B,https://m.media-amazon.com/images/I/61rWn1h+fgL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0FWCDR115,HP لابتوب اليت بوك 840 G8 بشاشة FHD مقاس 14 انش ومعالج انتل كور i5 1135G7 وذاكرة RAM 8GB وSSD 256GB وويندوز 11 برو لمدة 3 سنوات (مجدد),,,SAR,,0,https://www.amazon.sa/dp/B0FWCDR115,https://m.media-amazon.com/images/I/61Kcnop+5vL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0GL948QH1,لابتوب فيفو بوك 15.6 بوصة FHD X1504VA-BQ575W، معالج انتل كور 5 120U 10 أنوية برام 16GB DDR تخزين 512GB M.2 NVMe وكاميرا HD بوزن 1.7 كجم، ويندوز 11 (اللغة العربية غير مؤكدة للكيبورد)، من اسوس، فضي,,,SAR,4.6,5,https://www.amazon.sa/dp/B0GL948QH1,https://m.media-amazon.com/images/I/718PiEKJHTL._AC_UL960_QL65_.jpg,2,,False,False,False,False,,توصيل مجاني الأحد، 13 سبتمبرتبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
B0H2BJ7373,لابتوب 15-fd2010nx بالايه اي بشاشة 15.6 بوصة FHD بمعالج انتل كور الترا 5 225U وبطاقة رسومات انتل وذاكرة رام 8 جيجابايت وقرص صلب SSD بسعة 256GB ونظام تشغيل ويندوز11 هوم من اتش بي، أزرق قمري - D80X2EA,,,SAR,,0,https://www.amazon.sa/dp/B0H2BJ7373,https://m.media-amazon.com/images/I/71E2jml1SmL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0C8171GTK,لابتوب من HP، بمعالج إنتل، شاشة 14 إنش، وذاكرة رام 4 جيجابايت,,,SAR,4.5,310,https://www.amazon.sa/dp/B0C8171GTK,https://m.media-amazon.com/images/I/61s595ANBTL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0HBHXZGJZ,لابتوب هويتبات TK-N400 بشاشة 15.6 انش FHD IPS ومعالج انتل سيليرون N4000 وذاكرة RAM 8GB DDR4 وذاكرة SSD M.2 512GB وبطاقة رسومات انتل UHD مدمجة وكاميرا HD وويندوز 11 برو,,,SAR,2.0,1,https://www.amazon.sa/dp/B0HBHXZGJZ,https://m.media-amazon.com/images/I/61LdGNtO5ML._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 17 - 19يشحن من خارج السعودية,False,,,,,,True,False
B0G81PTS4W,لاب توب اتش بي طراز 15-fd1054nx، شاشة FHD فائقة الدقة 15.6 بوصة، انتل كور الترا 7-155H، بطاقة رسومات انتل ارك، ذاكرة رام 16 جيجابايت، ذاكرة SSD 512 جيجابايت، ويندوز 11 هوم، فضي طبيعي - D2JR0EA,,,SAR,1.6,4,https://www.amazon.sa/dp/B0G81PTS4W,https://m.media-amazon.com/images/I/71qrcow2QvL._AC_UL960_QL65_.jpg,1,,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0DTBPC46X,لابتوب لينوفو ايديا باد سليم 3X 2025 بشاشة WUXGA مقاس 15.3 بوصة وذاكرة 16 جيجابايت وسعة تخزين 512 جيجابايت ومعالج كوالكوم سناب دراجون بنظام ويندوز 11 هوم، لون لونا جراي,,,SAR,4.4,223,https://www.amazon.sa/dp/B0DTBPC46X,https://m.media-amazon.com/images/I/71nYpJKrGNL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,تبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0G5ZDXH49,HP لابتوب ايليت بوك 850 G3 مجدد، شاشة 15.6 انش، انتل كور i5 6200U، ذاكرة رام 8 جيجا DDR4، 256 جيجا اس اس دي، ويندوز 11، فضي (مجدد),,,SAR,1.0,1,https://www.amazon.sa/dp/B0G5ZDXH49,https://m.media-amazon.com/images/I/71GWnfyJXFL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
B07FP1CX9H,ديل لاب توب لاتيتيود 5490 XXPKH (ويندوز 10 برو، انتل i5-8250U، شاشة LCD 14 بوصة، التخزين: 256 جيجابايت، ذاكرة رام: 8 جيجابايت) اسود (مجدد),,,SAR,3.2,2,https://www.amazon.sa/dp/B07FP1CX9H,https://m.media-amazon.com/images/I/51hOS9dP2FL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
B0DT6NHDTP,ديل لابتوب لاتيتيود 5500 | 15.6 انش 1366x768 HD | كور i7-8665U - قرص صلب 512GB SSD - ذاكرة RAM 16GB | رباعي النواة @ 4.8GHz ويندوز 11 برو اسود (مجدد),,,SAR,2.0,3,https://www.amazon.sa/dp/B0DT6NHDTP,https://m.media-amazon.com/images/I/61frSP0Sd1S._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
B0H4127RS5,لابتوب العاب من كايجر (جديد) بشاشة 16 انش ومعالج AMD رايزن 7 7730U (8C/16T، حتى 4.5GHz)، ذاكرة RAM 16GB وSSD NVMe 512GB، ويندوز 11 عالي الاداء، حتى 2TB، بطاقة رسومات راديون RX فيجا 8، واي فاي 6,,,SAR,4.1,63,https://www.amazon.sa/dp/B0H4127RS5,https://m.media-amazon.com/images/I/71eXzgqjERL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبر,False,,عرض لمدة محدودة,,,,True,False
B0CV14SH74,لاب توب ميت بوك دي 14 (2023) بمعالج كور i5 الجيل 12، 14 جيجابايت 512 جيجابايت مع شاشة عرض كاملة 16 بوصة ووندوز 11 بجودة FHD من هواوي,,,SAR,3.6,22,https://www.amazon.sa/dp/B0CV14SH74,https://m.media-amazon.com/images/I/51RLdJyXyoL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل بـ‏12 ريال سبتمبر 13 - 14تبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0BXRMMNH5,اسس لابتوب فيفوبوك 15، شاشة 15.6 انش FHD (1920×1080)، وحدة معالجة مركزية انتل كور i3-1215U، بطاقة رسومات انتل UHD، ذاكرة RAM 8GB، SSD 128GB، ويندوز 11 هوم في وضع S، ازرق هادئ، F1504ZA-AS34,,,SAR,,0,https://www.amazon.sa/dp/B0BXRMMNH5,https://m.media-amazon.com/images/I/71BVGVy9nQL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0GDV3JBYZ,لابتوب إليت بوك من إتش بي بمعالج إنتل بشاشة 14.0 بوصة و رام 16.0 جيجابايت و 512 جيجابايت SSD و كور i5-1135G7 مجدد,,,SAR,2.3,7,https://www.amazon.sa/dp/B0GDV3JBYZ,https://m.media-amazon.com/images/I/61iKQa6O7hL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0DT5XN264,ديل لابتوب لاتيتيود 7420 | 14 انش 1920x1080 FHD | كور i5-1145G7-512GB SSD - ذاكرة RAM 16GB | رباعي النواة @ 4.4GHz بدون نظام تشغيل اسود (مجدد),,,SAR,,0,https://www.amazon.sa/dp/B0DT5XN264,https://m.media-amazon.com/images/I/61CPjvkKW7S._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0GR6MJSCG,لابتوب آبل ماك بوك نيو 2026 13 بوصة شريحة A18 برو بشاشة ليكويد ريتينا مصممة للذكاء الاصطناعي وذكاء آبل بذاكرة موحدة 8 جيجابايت وSSD سعة 512 جيجابايت وخاصية التعرف باللمس، أزرق نيلي، انجليزي,,,SAR,4.9,37,https://www.amazon.sa/dp/B0GR6MJSCG,https://m.media-amazon.com/images/I/619PNoEsnSL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 2 فقط -- (سيتوفر المزيد قريباً).,True,,,تبقى 2 فقط -- (سيتوفر المزيد قريباً).,,,True,False
B0FFMJ72C3,اسس لابتوب فيفوبوك 17 X1704VA بشاشة 17.3 انش FHD 16:9 IPS، انتل كور 7 150U، ذاكرة RAM 16GB، SSD 512GB، انتل ايريس Xe، ويندوز 11 هوم، كويرتز، فضي,,,SAR,4.0,55,https://www.amazon.sa/dp/B0FFMJ72C3,https://m.media-amazon.com/images/I/71uxtB8nDyL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني الجمعة، 18 سبتمبر,False,,,,,,True,False
B0C7MPZRF4,HP لابتوب كروم بوك الاحدث 2023، شاشة 14 انش، معالج انتل سيليرون N4120، ذاكرة RAM 4GB، تخزين 128GB (64GB eMMC + بطاقة MSD 64GB)، بطاقة رسومات انتل UHD 600، واي فاي، بلوتوث، نظام تشغيل كروم، رمادي عصري,,,SAR,4.4,76,https://www.amazon.sa/dp/B0C7MPZRF4,https://m.media-amazon.com/images/I/51PsNbMd-CL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,تبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0FV996SZW,لابتوب انهونلاب بذاكرة RAM 32GB وSSD 512GB ومعالج 6500Y (بيتس N5095 حتى 3.4GHz)، شاشة 15.6 انش FHD IPS ويندوز 11 للطلاب والاعمال، واي فاي 5، بلوتوث 5.0، فضي,,,SAR,4.0,17,https://www.amazon.sa/dp/B0FV996SZW,https://m.media-amazon.com/images/I/61aJ5UrozjL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0FSLGBVWY,لابتوب فيفو بوك برو N6506CU-MA014W 15.6 بوصة 3K (2880x1620) 120Hz، كور الترا 285H 9-16 نواة، رام 24GB DDR5 وتخزين 2TB SSD، انفيديا جيفورس RTX 4050 6GB وويندوز 11 وكيبورد عربي/انجليزي من اسوس، 1.8 كجم,,,SAR,4.8,7,https://www.amazon.sa/dp/B0FSLGBVWY,https://m.media-amazon.com/images/I/51nF+AxxDWL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0FY77GFRN,لابتوب العاب لينوفو ليجون LOQ بالذكاء الاصطناعي انتل كور 13650HX-144Hz - شاشة 15.6 انش FHD - 144 هرتز انفيديا جيفورس RTX 5050 - ذاكرة 16 جيجابايت وتخزين 1 تيرابايت- انفيديا جي سينك، رمادي (Luna Grey),,,SAR,4.3,98,https://www.amazon.sa/dp/B0FY77GFRN,https://m.media-amazon.com/images/I/813oYBqM4GL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 17 - 20تبقى 2 فقط - اطلبه الآن. يشحن من خارج السعودية,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0CQ2W7HG1,لابتوب ماك بوك برو 2019 مجدد بشاشة 16 بوصة وشريط لمس مع معالج انتل كور i9 ثماني النواة بسرعة 2.3GHz، ذاكرة رام 16GB، سعة تخزين 1TB، لوحة مفاتيح باللغة الإنجليزية من أبل، سبيس جراي,,,SAR,2.9,13,https://www.amazon.sa/dp/B0CQ2W7HG1,https://m.media-amazon.com/images/I/61ChzqHMR7S._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,True,False
B0GR7DHV9G,لابتوب آبل ماك بوك نيو 2026 13 بوصة شريحة A18 برو لاب توب إنجليزي مصمم للذكاء الاصطناعي بشاشة ليكويد رتينا وذاكرة موحدة 8 جيجابايت ووحدة تخزين SSD سعة 256 جيجابايت من آبل، أزرق (Indigo),,,SAR,4.2,33,https://www.amazon.sa/dp/B0GR7DHV9G,https://m.media-amazon.com/images/I/619PNoEsnSL._AC_UL960_QL65_.jpg,1,,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني اليوم 6:13 م,True,,,,,,True,False
B0FWJWN37R,لابتوب فيفو بوك 15 رفيع | انتل كور i7-1355U، بطاقة رسومات انتل ايريس اكس، ذاكرة رام 16 جيجا، وسيط تخزين ذو حالة ثابتة 512 جيجا، شاشة 15.6 بوصة FHD، ويندوز 11 - فضي بارد [X1504VA-BQ715W] من اسوس,,,SAR,3.9,28,https://www.amazon.sa/dp/B0FWJWN37R,https://m.media-amazon.com/images/I/71oYHI5TnsL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني الأحد، 13 سبتمبرتبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0D7BZ1GH9,لابتوب لاتيتيود 5400 من ديل، شاشة 14 بوصة بدقة 1366×768 HD ومعالج كور i5-8365U قرص صلب SSD سعة 256 جيجابايت - ذاكرة عشوائية 8 جيجابايت | 4 أنوية بسرعة 4.1 جيجاهرتز وويندوز 11 برو (معاد تجديده),,,SAR,2.8,14,https://www.amazon.sa/dp/B0D7BZ1GH9,https://m.media-amazon.com/images/I/61d5EQ8j7oS._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 15 - 16تبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0FFJ16XQ9,اسس لابتوب العاب روج ستريكس G16 (2025) 16 انش FHD 16:10 165Hz/3ms انفيديا جيفورس RTX 5050 انتل كور i5-13450HX، 16GB DDR5-5600، 1TB PCIe جيل 4 SSD، واي فاي 7، ويندوز 11 هوم، G615JH-DS544 (,,,SAR,4.7,54,https://www.amazon.sa/dp/B0FFJ16XQ9,https://m.media-amazon.com/images/I/61LlFyN+B3L._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 20 - 21يشحن من خارج السعودية,False,,,,,,True,False
B0FTQT4B28,لينوفو لابتوب ايديا باد للاعمال بشاشة لمس FHD 15.6 انش ومعالج انتل i5 جيل 13 10 نواة (حتى 4.6GHz)، ذاكرة RAM 16GB وSSD 1TB وكوبايلوت AI جاهز وواي فاي 6 وويندوز 11 برو مع مايكروسوفت اوفيس وUSB من دبليو,,,SAR,4.4,111,https://www.amazon.sa/dp/B0FTQT4B28,https://m.media-amazon.com/images/I/71d6wqPXB3L._AC_UL960_QL65_.jpg,3,,False,False,False,False,,توصيل مجاني الأحد، 13 سبتمبرتبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
B0G2SNLDQ1,لابتوب نوت بوك ايليت بوك 840 G8 14 بوصة (مجدد) | FHD - 1920 × 1080 | كور i5-1145G7-الجيل 11 | ذاكرة رام 16 جيجابايت - 512 جيجابايت SSD | ويندوز 11 من اتش بي,,,SAR,2.6,24,https://www.amazon.sa/dp/B0G2SNLDQ1,https://m.media-amazon.com/images/I/61TZARH0iIL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0FWZN4QKQ,اسوس فيفوبوك 18.4 بوصة WUXGA+ 144 HZ، M1807HA-S8074W، AMD HAWK POINT R7 وNPU 16 TOPS، RAM DDR5 32 GB، SSD 1 TB M.2 NVMe PCIe 4.0، كاميرا FHD، لوحة مفاتيح AR-EN، USB-C، محول 65 واط، أزرق، ويندوز 11,,,SAR,5.0,1,https://www.amazon.sa/dp/B0FWZN4QKQ,https://m.media-amazon.com/images/I/61e+KAInRWL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبرتبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0GR1NN6ZS,لابتوب آبل ماك بوك برو 2026 بشريحة M5 برو و15 وحدة معالجة مركزية و16 وحدة لمعالجة الرسومات مصمم للذكاء الاصطناعي، شاشة ليكويد ريتينا XDR 14.2 بوصة، ذاكرة موحدة 24 جيجابايت، تخزين SSD 1 تيرابايت، فضي,,,SAR,5.0,3,https://www.amazon.sa/dp/B0GR1NN6ZS,https://m.media-amazon.com/images/I/612mEW+uoKL._AC_UL960_QL65_.jpg,2,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0FJ216RYW,لابتوب زين بوك 14 OLED UX3405CA شاشة OLED 2.8K 14 بوصة (معالج انتل كور الترا 5-255H، ذاكرة RAM 16GB هارد SSD بمنفذ PCIe 512GB، لوحة مفاتيح بإضاءة خلفية بتخطيط مملكة متحدة، نظام ويندوز 11) من اسوس | 14.0&quot; (1920x1200) Full HD OLED Touchscreen | UK Layout Backlit Keyboard | Windows 11 Home,,,SAR,3.6,23,https://www.amazon.sa/dp/B0FJ216RYW,https://m.media-amazon.com/images/I/31dsl6E6g+L._AC_UL800_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني الاثنين، 14 سبتمبر,False,,,,,,True,False
B0D9PMTZFK,لابتوب سيرفيس 13.8 بوصة بمعالج 12 نواة ومساعد كوبايلوت بلس وشاشة حساسة للمس بمعدل 120HZ معالج سنابدراجون اكس اليت برام 16GB وتخزين 1 تيرابايت كيبورد إنجليزي وعربي من مايكروسوفت، أسود، نسخة السعودية,,,SAR,5.0,3,https://www.amazon.sa/dp/B0D9PMTZFK,https://m.media-amazon.com/images/I/51QHf1koyPL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبرتبقى 1 فقط -- (سيتوفر المزيد قريباً).,True,,,تبقى 1 فقط -- (سيتوفر المزيد قريباً).,,,True,False
B0BQRTQ1XK,سامسونج لابتوب جالكسي بوك 3 360 واي فاي، شاشة 13.3 انش، معالج انتل كور i5 الجيل 13، ذاكرة رام 8 جيجا، تخزين 256 جيجا، جرافيت - رسمي,,,SAR,3.6,43,https://www.amazon.sa/dp/B0BQRTQ1XK,https://m.media-amazon.com/images/I/61m82ljP+vL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل بـ‏119.34 ريال الأربعاء، 16 سبتمبرأو توصيل أسرع الثلاثاء، 15 سبتمبرتبقى 3 فقط - اطلبه الآن.,False,,,تبقى 3 فقط - اطلبه الآن.,,,True,False
