title,source,link,price,imageUrl,rating,ratingCount,productId,position,device_category
لابتوب لاتيتيود 3420 (نسخة محدثة) بشاشة 14 بوصة بدقة Full HD (1920x1080) ومعالج Core i7-1165G7/ذاكرة RAM سعة 8GB/قرص SSD سعة 512GB/نظام Windows 11/,noon.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:4021662939756104114,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,499.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQqV_jQmxQtj21tXBkKNJIUXCI3UzLoVTs40DP4DzOKwmu1wAlDR-pta9e6gNGx1R-MoMFyx0zLdoXEH-w4sIvy4HuZT_QQd-42Q-2AE3-TEIFW9w9yI3zl,,,4021662939756104114,14,laptops
"لاب توب ابل ماك بوك نيو (MHFE4AB/A) شريحة A18 برو سداسي النواة, الرامات 8 جيجا, 512جيجا اس اس دي - إصدار السعودية",قصر الحاسبات,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:3313652981160466913,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,890.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRAMFZpt4k9xiYPiDu62ar6B999Lhwveid1oawPXKasufxiSjVn-bjKditXv8bBE6-tYC2FhzknPtSIAAIJWbK6fUrdHp2okqDTTQNtQIhDCk8wHx5B8lnpPQ,4.8,5400.0,3313652981160466913,15,laptops
MSI Raider Gaming Laptops,Jarir Bookstore,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:3130144051990671569,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 13,499.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQJHjrK74gN8MEGWofhkzhKqbRjCuIRSdcan4ECiC3qMOalZMVrpWEb2YbOEhRmZxabviBvCvWm-7FCHykW3n3GQc4rqoPYQ9xdl1GO8KI,,,3130144051990671569,16,laptops
Asus Vivobook 15 Intel Core i7-1335U 13th Gen 15.6-inch Laptop Cool Silver,شركة ضي العليا لتقنية المعلومات,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:14266908309690002165,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,375.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ0O7AllGRGyXxEIgBn0nbuBcjKyvJJq9bIwiBoytFkG7FT1q8JI42cs9PyCx8wSp3g_MF74XCoyCqNzZPN75Mcbg-IRHb4wj_1YlPCGjrGxQZmRhX9tHFG,4.1,30.0,14266908309690002165,17,laptops
Certified Renewed Customized MacBook Air - 2017 256 GB SSD / 8 GB,Revibe KSA,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:4213310376620200321,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,099.00",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSCFjXG5cdP0g-zVLxwMxImhzHVYK6fDNA_19jk4oR0grEYdd9dxpD50THrxTedXUa_BtoyO1kL9qdeeT8-v0ougIkHKHyAMz-E7i940z0Hnge6I8IiHY8D,,,4213310376620200321,18,laptops
"Laptop Dell Latitude 3450 Intel Core i7-1355U Processor, 8GB Ram, 512GB SSD M.2, Intel UHD Graphics, 14-inch Full HD Display",Golden Technology,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:12076858041052812534,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,399.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTbAsZqFtYY3gir7FZqgP69J9Z2gYxS2HUYpGh2lNf_g5XUUMM5VCxyR3Oe1FQ-Ld3UnA6VSuiGvQMUIGkUvAUnPSF-Di10FHrU2mcGjE9RECPaMUmgbg2a,4.2,80.0,12076858041052812534,19,laptops
HP Victus 15 AMD Ryzen 7 8845HS 16GB RAM & 1TB SSD RTX 4050 Laptop,قصر الحاسبات,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:14535430291947010450,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,890.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQCuwidQQxcx15Rkvl36CdHScHSBKs6m8enJTMXXdQ9JYHdtlFzpIrrArhx4w5Le8MiyCpNBxhPcYBnbkyczvSSZ5a5sHXBkedD0oQ2DRda,,,14535430291947010450,20,laptops
Dell Latitude 3450 Intel Core i5 i5-1335U Laptop 35.6 cm Full HD DDR5-SDRAM 512 GB SSD Wi-Fi 6E Windows 11 Pro Grey,Grooves.Land France,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:10696411912361507567,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,510.21",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRJPtlT4edAtbNMLkM9dKKQaCRnGZ3bwMpthyxjrXKrmnawKToRe_zJupgGoXl9MM5i7bf24q_XwB6-CfuQrd2U5f6SfeXehCcMVhd0AGWUYy-qdLoTx8pZaQ,5.0,1.0,10696411912361507567,21,laptops
Apple MacBook Neo A18 Pro 6 Core CPU 5 Core GPU,Techbros,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3951663215321281162,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,066.82",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRfUHE4KVsoDXje98otoUm-z4g9Ei6ewG4MkZ1SislO2o0lvip7wxFr93pr0kttcV-G2IwYCDTV91_bJETL46_NSbYaGt_NDWGT08Nl7uPt,4.8,5400.0,3951663215321281162,22,laptops
DELL Inspiron 3530 Intel Core Laptop 39.6 cm Full HD 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 Windows 11 Pro,شركة ضي العليا لتقنية المعلومات,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:18262635508821675264,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,050.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRP_H2mi4Ekc5iYpLV-CpdLbEkDN_Ls0zUiorqllh9O-aPcdwi7qkO2UrpxNSxmk0W_E3L9rNcanmaAjUdv03UF3cYdrFNB_7ZWSEhxbsHORrms2XbSPr9-,4.4,566.0,18262635508821675264,23,laptops
Lenovo ThinkPad E16 Gen 3 Intel Core Ultra Laptop WUXGA 16 SSD Windows 11 Pro,Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:10231766772383144592,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,980.65",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTye-eQALjY21ADxIV19kTBJdm-A-A5HgDLQfOc8KVMyzwQw3kzWuvHmKjEix_2HSDESqnru9Q2lD_H5a_DaWnQIn_vvrEInKs2uICO47Ak,4.5,185.0,10231766772383144592,24,laptops
Liblad Rasam G16 Gaming Laptop with i7-13620h CPU and Nvidia RTX 5050 8GB Graphics Card 500GB NVME SSD 16GB DDR5 RAM 16 inch 2k IPS display 180hz,ThaherTech,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:8250331895373935710,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,444.11",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS2LzBYV377vHWqvBdpYjC36m2yD1uGQ7pZeXFvpb6J69UEMNNpC4HF4WFAmNmPN8PEfub0k1LakZzURVvSTYllMo-vFcm0gUxZqkm34K7BDbdNZ3z9roVw,,,8250331895373935710,25,laptops
"Lenovo IdeaPad Slim 3 15IPH11 15.3"" WUXGA Laptop - Intel Core Ultra 7 355 - 16GB RAM - 1TB SSD - Intel Graphics",سيليكون ڤالي,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:7938789720074750057,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,899.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSv7ESMxtF2JPPTpiQVChvmMHf0yLQDBhQTGeDmxIqeS6_jC8nOXYK2BgZG7zGs4Pxp_NOPPdXIfRlAkwHKfn1XoxwxQ37KezZAJp_TZIlbHubsFNpPGJdT,5.0,2.0,7938789720074750057,26,laptops
HP Laptop 15-fd0064nx Intel Core i3-1315U 256GB SSD 8GB RAM,Jarir Bookstore,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3011309956221875521,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,999.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS0MSGYHFJY5wTrf5S-MBHXFwmym4uD14fsQn8MoncN_ubL1whybZ45YRGx2dzqiEi3i1T9pLr6y5x4FNYkjsk6d76MMrFqeh8W2jXBbV8,4.2,6.0,3011309956221875521,27,laptops
Honor Magicbook Art 14 2025 3k Core Ultra 5 /7 32gb Ram 1tb 2tb Ssd By,eBay,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:1121307573487963716,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,253.87",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRbYT3iCqPuQZbsioOVahoCSPlxFZnGjf5eF14cdEFPUGpGenRMD5px_IavH_HJtrys-RXPSYCLBhTRZK8qiAPWdoev6pR8xsgzgRZqM8h_ZYZ26fvxiq110Q,,,1121307573487963716,28,laptops
Certified Renewed MacBook Pro 2016 2.6GHz quad-core Intel Core i7 / 8 GB / 512 GB SSD,Revibe KSA,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:9127546318145305367,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,709.00",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQrwjhYDz7buOcCUhSdNOQ4LSChlBIZ_7ebu0mACQHr5xmnnkdthXPE8fjOSgoV_POojhj9UFzFPsgO9SPWODEAxChVpklrfcmLy6mkS3T7qb_OtKju4l07,4.0,1.0,9127546318145305367,29,laptops
"Dell Latitude 7470 14"" i7-6th Gen Good / 16 GB / 512 GB SSD",Dealt Trading - SA,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:6312571289539929309,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,209.00",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRadVMfbcr83qoSRi3BDa6FFg34xPMB_h8v57cOamx3fnpkznJNfNiNfpb_mfDDmrOrDyuN_Vb31HPanHA6H5mWwRSn_Zwhaz1WKaTDWzgn2tW4riNWcdtP_Q,1.0,1.0,6312571289539929309,30,laptops
Microsoft Surface Pro 7+,topserverparts.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3696231822933900229,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,741.58",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcToytg7wmepRtbr6hkAHE407d4iMBlOwwB4zdriigdOaBekdFwT-qYh4jD0iMy1bA2Al5zCRLlMNTmuEBRObbefcUNdEom4E1s8tumUsMN22V6boosDZ_ePjg,4.8,779.0,3696231822933900229,31,laptops
"لابتوب ابل ماك بوك نيو 13 أنش شريحة A18 Pro وحدة معالجة مركزية 6 نواة, الرامات 8 جيجابايت, سعة التخزين 256 جيجابايت SSD, كرت الشاشة 5 نواة, الشاشة",Golden Technology,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:1387451771080289939,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,299.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcThupz7khpiFU6VuIJu-meeK7vvzOKN3s66dpPwIbpSnmsJLUGb5QgVtybqPn5bYYWZMguuTomSpW3KOwMPDy5camXCIIww8A,4.8,5400.0,1387451771080289939,32,laptops
لابتوب ASUS ExpertBook B3402FV Flip شاشة لمس 14 بوصة FHD قابلة للدوران 360° – معالج Intel Core i7-150U، رام 16GB DDR4، تخزين 1TB SSD، كرت Intel UHD،,شركة ضي العليا لتقنية المعلومات,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:17505323902656269107,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,980.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT_dwdCSI74yX_TsUjn0-rbpq4SBkV0KhztRyhIcAYegjbWsp5sUYtW3xMl_7xwuffNOjCajPB7hJH32i22HjKDl0ci9ZbSxcI8cSRwwGT0Q42KEAx6cblE,4.0,4.0,17505323902656269107,33,laptops
HP 250R G10 Core 512GB 8GB 11 Pro Silver,Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3409174808346208961,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,443.75",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSGm-WhrhFT8C7glI9m-favenO5uRi9UAjhCyWWbsTgHzced4_Sddz780ID9qpsk0svFWrXIeO9RVqj-RaRHusUCqSdSxHiTNPCbKskTAJibKBeBuch58ChiA,4.0,1.0,3409174808346208961,34,laptops
"Apple macbook neo Laptop 13"" Liquid Retina Display A18 Pro Chip 6-Core CPU",papita.co,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:3790699511000960140,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,424.73",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ-YTGYZWLzJF8BODR0uwHNq9nIn8vBV0d5UbIrLkA6_8dfwTEsl-80zxfLB0SQtxt2m_-d3hrxdqA01x8WMXQ47Kk4yAULCr5cZ5RtvCWSsFgMA5goKO_n,4.9,349.0,3790699511000960140,35,laptops
"Toughbook Panasonic Toughbook CF-31 Intel Core i5 3rd Gen 13.1"" XGA Touchscreen",eBay - rugged.laptops,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:10594919543348031997,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,669.17",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQjtlFAUVIolpJkcyL3RAM9DaoijG2Ku6uw4-VXzCuGwj5-58YWTGa2Mmj4RSKB77LYJhvLV7ZRvUzyBjTCwypd1kRnomlbEU7uFGmiRnoTiLeYRMN23FjBDA,,,10594919543348031997,36,laptops
Acer Nitro V 16S Gaming Laptop – Intel Core 7 240H NVIDIA RTX 5060,Gear-up.me,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:144336399391853990,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,157.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRGXSmXf7xGT7IEgokBfPwQNkaYFQIb6WKUIy7OtRevPWLBG-v-mZMsiQMadV78xs55-MY-9PRG_Kouz346AK4SZ3tm9XTJEiU8Y-RCbkO9AIlGt5kG6lkY,,,144336399391853990,37,laptops
LENOVO LAPTOP THINKPAD E14-G7 Ultra 7,mushtryati.com,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,productid:2869533329522474708,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,999.00",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSpvN-Hoqf3Le8AAvwo3Iod_g7P5P8wsq6QIcepYA2TSVi64njnZGx88J7VbYcUhO_HyyP8rgJO70I7wFzVOaHa7jIQhooIFPmhXixktxGPgmKrliX11EYFPg,4.9,45.0,2869533329522474708,38,laptops
"Lenovo Legion 5 15AHP10 Gaming Laptop 15.1"" WQXGA OLED 165Hz Display AMD Ryzen 7 260",Ubuy,"https://www.google.com/search?ibp=oshop&q=Laptop&prds=localAnnotatedOfferId:1,catalogid:7161623327600139467,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,495.05",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRZicBuHgv9DcZ-ieEJFGj-VhI8RDxx73Mu-7yRemkg1GdOI4nSx8sNeh0ekEzk33Gpzkz8x3c56l-xl5iAoycbJvRVqvm9IsHEI3oMVth4,4.4,36.0,7161623327600139467,39,laptops
